time,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,pop
2023-05-08 18:00:00,10.14,9.14,1029,74,5.72,0.26,100,10000,4.32,86,7.8,0
2023-05-08 19:00:00,10.86,9.96,1029,75,6.61,0.08,100,10000,3.45,85,8.1,0
2023-05-08 20:00:00,9.98,8.66,1029,76,5.95,0,100,10000,2.72,93,7.03,0
2023-05-08 21:00:00,9.01,7.63,1029,77,5.2,0,100,10000,2.53,100,6.22,0
2023-05-08 22:00:00,7.83,6.11,1029,78,4.24,0,98,10000,2.7,95,6.93,0
2023-05-08 23:00:00,5.11,2.75,1030,88,3.29,0,74,10000,2.85,105,4.7,0
2023-05-09 00:00:00,3.02,0.52,1029,92,1.85,0,52,10000,2.54,110,4.15,0
2023-05-09 01:00:00,2.44,-0.01,1029,93,1.4,0,42,10000,2.37,99,3.26,0
2023-05-09 02:00:00,2,-0.72,1029,94,1.09,0,36,10000,2.57,85,3.97,0
2023-05-09 03:00:00,1.65,-1.24,1029,95,0.86,0,6,10000,2.68,86,4.27,0
2023-05-09 04:00:00,1.33,-1.44,1028,95,0.61,0,6,10000,2.49,87,3.87,0
2023-05-09 05:00:00,1.06,-1.8,1028,96,0.45,0,6,10000,2.53,83,3.89,0
2023-05-09 06:00:00,1.77,-0.99,1028,96,1.05,0.13,5,10000,2.57,83,5.29,0
2023-05-09 07:00:00,4.15,1.18,1028,88,2.21,0.48,4,10000,3.42,87,9.4,0
2023-05-09 08:00:00,6.29,2.69,1027,80,3.01,1.18,4,10000,5.61,96,10.99,0
2023-05-09 09:00:00,8,4.51,1027,71,3.02,2.25,0,10000,6.55,103,10.47,0
2023-05-09 10:00:00,9.62,6.4,1026,64,3.18,3.53,2,10000,7.19,102,9.61,0
2023-05-09 11:00:00,10.97,9.69,1026,60,3.46,4.7,4,10000,7.28,99,9.05,0
2023-05-09 12:00:00,12.16,10.89,1025,56,3.6,5.42,4,10000,7.2,96,8.57,0
2023-05-09 13:00:00,12.88,11.63,1024,54,3.73,5.53,5,10000,7.25,93,8.28,0
2023-05-09 14:00:00,13.51,12.3,1024,53,3.94,4.98,6,10000,7.07,90,8.09,0
2023-05-09 15:00:00,13.73,12.54,1023,53,4.13,3.87,3,10000,7.14,87,7.98,0
2023-05-09 16:00:00,13.62,12.5,1022,56,4.88,2.62,4,10000,7.26,87,8.17,0
2023-05-09 17:00:00,13.21,12.18,1022,61,5.8,1.47,4,10000,7.43,87,8.48,0
2023-05-09 18:00:00,11.52,10.42,1022,65,5.22,0.66,3,10000,7.6,91,10.45,0
2023-05-09 19:00:00,9.8,6.7,1022,68,4.21,0.21,3,10000,6.93,94,12.43,0
2023-05-09 20:00:00,8.29,4.94,1021,68,2.65,0,2,10000,6.37,94,13.21,0
2023-05-09 21:00:00,7.42,3.91,1022,67,1.64,0,0,10000,6.15,97,13.7,0
2023-05-09 22:00:00,6.65,3.13,1021,71,1.65,0,0,10000,5.63,98,12.38,0
2023-05-09 23:00:00,5.44,2.45,1021,77,1.74,0,2,10000,3.91,102,7.42,0
2023-05-10 00:00:00,4.52,1.85,1021,83,1.74,0,3,10000,3.11,106,5.39,0
2023-05-10 01:00:00,3.79,1.61,1021,86,1.61,0,4,10000,2.35,106,3.61,0
2023-05-10 02:00:00,3.33,1.69,1020,88,1.44,0,4,10000,1.77,104,2.69,0
2023-05-10 03:00:00,2.92,1.63,1020,89,1.28,0,0,10000,1.46,102,2.1,0
2023-05-10 04:00:00,2.64,2.64,1020,90,1.08,0,0,10000,1.25,99,1.77,0
2023-05-10 05:00:00,2.43,2.43,1020,90,0.93,0,0,10000,1.33,93,1.68,0
2023-05-10 06:00:00,3.3,2.04,1020,88,1.53,0.14,1,10000,1.48,98,1.97,0
2023-05-10 07:00:00,5.97,4.98,1020,80,2.68,0.5,2,10000,1.56,112,2.75,0
2023-05-10 08:00:00,8.76,7.61,1020,71,3.76,1.21,1,10000,2.17,115,3.48,0
2023-05-10 09:00:00,11.28,10.13,1019,64,4.57,2.31,0,10000,2.97,124,4.46,0
2023-05-10 10:00:00,13.27,12.11,1019,56,4.76,3.62,0,10000,3.35,123,4.34,0
2023-05-10 11:00:00,14.76,13.62,1018,51,4.76,4.82,0,10000,3.41,114,4.36,0
2023-05-10 12:00:00,15.77,14.66,1018,48,4.8,5.56,1,10000,3.6,106,4.47,0
2023-05-10 13:00:00,16.58,15.52,1018,47,5.03,5.67,2,10000,3.75,96,4.35,0
2023-05-10 14:00:00,16.86,15.83,1017,47,5.42,5.11,8,10000,4.35,87,4.37,0
2023-05-10 15:00:00,16.79,15.78,1017,48,5.84,4.03,63,10000,5.26,83,4.53,0
2023-05-10 16:00:00,16.3,15.37,1017,53,6.71,2.73,44,10000,5.88,84,5.68,0
2023-05-10 17:00:00,15.54,14.72,1017,60,7.61,1.54,51,10000,5.61,91,6.85,0
