time,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,pop
2023-05-07 12:00:00,7.17,4.91,1022,84,4.65,1.01,100,10000,3.31,37,4.09,0.15
2023-05-07 13:00:00,7.6,5.51,1022,82,4.73,1.03,100,10000,3.18,42,4.06,0.11
2023-05-07 14:00:00,7.31,4.89,1022,83,4.62,0.92,100,10000,3.64,45,4.39,0.07
2023-05-07 15:00:00,7.02,4.23,1023,84,4.51,0.89,100,10000,4.21,48,4.87,0
2023-05-07 16:00:00,6.5,3.33,1024,86,4.33,0.6,100,10000,4.74,50,5.71,0
2023-05-07 17:00:00,5.65,2.4,1024,89,3.98,0.34,100,10000,4.48,55,6.33,0
2023-05-07 18:00:00,5.02,1.86,1025,91,3.5,0.14,100,10000,4.04,63,6.84,0
2023-05-07 19:00:00,4.85,1.95,1026,91,3.49,0.04,100,10000,3.54,66,6.96,0
2023-05-07 20:00:00,4.62,1.72,1026,92,3.38,0,100,10000,3.47,65,7.72,0
2023-05-07 21:00:00,4.47,1.65,1027,93,3.32,0,100,10000,3.3,65,7.88,0
2023-05-07 22:00:00,4.4,1.39,1027,93,3.24,0,100,10000,3.57,64,8.04,0
2023-05-07 23:00:00,4.3,1.18,1027,93,3.15,0,100,10000,3.71,65,7.95,0
2023-05-08 00:00:00,4.08,0.86,1027,93,3.03,0,100,10000,3.78,68,7.79,0
2023-05-08 01:00:00,3.62,0.33,1027,94,2.68,0,99,10000,3.73,66,7.74,0
2023-05-08 02:00:00,2.99,-0.32,1028,95,2.29,0,97,10000,3.55,61,7.81,0
2023-05-08 03:00:00,3.17,-0.05,1028,94,2.32,0,100,10000,3.48,58,7.82,0
2023-05-08 04:00:00,3.25,-0.06,1028,93,2.22,0,100,10000,3.64,57,8.15,0
2023-05-08 05:00:00,3.28,-0.13,1028,91,1.87,0,100,10000,3.8,61,8.58,0
2023-05-08 06:00:00,3.42,0.04,1028,91,1.87,0.04,100,10000,3.81,63,8.52,0
2023-05-08 07:00:00,3.62,0.06,1029,90,2.12,0.16,100,10000,4.17,64,8.8,0
2023-05-08 08:00:00,4.14,0.43,1029,88,2.25,0.38,100,10000,4.67,67,8.51,0
2023-05-08 09:00:00,4.94,1.14,1029,84,2.37,0.85,100,10000,5.27,71,7.85,0
2023-05-08 10:00:00,5.92,2.28,1029,79,2.58,1.33,100,10000,5.48,73,7.47,0
2023-05-08 11:00:00,6.73,3.26,1029,74,2.36,1.77,100,10000,5.57,75,7.37,0
2023-05-08 12:00:00,7.02,3.64,1029,71,2.09,2.48,100,10000,5.54,73,7.46,0
2023-05-08 13:00:00,7.21,3.84,1029,71,2.27,2.53,100,10000,5.63,73,7.65,0
2023-05-08 14:00:00,7.71,4.33,1029,70,2.59,2.28,100,10000,6.02,72,8.01,0
2023-05-08 15:00:00,8.29,4.96,1029,67,2.56,2,98,10000,6.31,75,7.88,0
2023-05-08 16:00:00,7.93,4.79,1029,70,2.72,1.35,99,10000,5.53,77,8.01,0
2023-05-08 17:00:00,7.87,5,1029,70,2.74,0.76,99,10000,4.82,77,8.12,0
2023-05-08 18:00:00,7.75,5.32,1029,72,2.93,0.26,100,10000,3.85,76,7.65,0
2023-05-08 19:00:00,7.46,5.16,1029,73,2.85,0.08,100,10000,3.49,72,7.76,0
2023-05-08 20:00:00,6.94,4.99,1029,75,2.74,0,100,10000,2.78,75,6.65,0
2023-05-08 21:00:00,6.42,4.43,1030,78,2.79,0,100,10000,2.69,77,6.73,0
2023-05-08 22:00:00,4.84,2.64,1030,86,2.67,0,85,10000,2.58,81,4.75,0
2023-05-08 23:00:00,4.41,2.02,1029,89,2.64,0,80,10000,2.72,82,7.07,0
2023-05-09 00:00:00,4.25,1.69,1029,89,2.53,0,73,10000,2.89,87,7.67,0
2023-05-09 01:00:00,3.06,0.36,1029,92,1.85,0,60,10000,2.77,87,4.83,0
2023-05-09 02:00:00,2.43,-0.12,1029,94,1.49,0,51,10000,2.48,88,3.76,0
2023-05-09 03:00:00,1.99,-0.67,1029,94,1.14,0,2,10000,2.5,87,3.66,0
2023-05-09 04:00:00,1.62,-1.06,1029,94,0.77,0,1,10000,2.46,87,3.59,0
2023-05-09 05:00:00,1.27,-1.52,1028,95,0.47,0,2,10000,2.5,85,3.94,0
2023-05-09 06:00:00,1.83,-0.83,1028,94,0.95,0.13,3,10000,2.47,83,4.38,0
2023-05-09 07:00:00,4.23,1.54,1028,86,2.08,0.48,3,10000,3.05,91,7.96,0
2023-05-09 08:00:00,6.54,3.3,1028,78,2.9,1.19,4,10000,4.92,100,10.14,0
2023-05-09 09:00:00,8.44,5.22,1027,68,2.94,2.25,4,10000,6.11,102,9.75,0
2023-05-09 10:00:00,9.71,6.57,1027,64,3.15,3.53,5,10000,7,101,9.34,0
2023-05-09 11:00:00,10.93,9.62,1026,59,3.27,4.7,8,10000,7.35,101,9.14,0
