time,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,pop

2023-05-10 15:00:00,18.27,17.41,1016,48,7.09,3.86,59,10000,5.98,90,5.95,0

2023-05-10 16:00:00,17.85,17,1016,50,7.3,2.61,62,10000,5.03,91,6.85,0

2023-05-10 17:00:00,17.05,16.22,1016,54,7.68,1.47,67,10000,6.55,82,8.9,0

2023-05-10 18:00:00,15.5,14.62,1017,58,7.28,0.63,69,10000,7.16,89,10.95,0

2023-05-10 19:00:00,13.27,12.32,1018,64,6.61,0.2,65,10000,6.66,95,12.19,0

2023-05-10 20:00:00,10.3,9.24,1018,71,5.14,0,59,10000,5.36,93,11.81,0

2023-05-10 21:00:00,8.75,6.54,1019,73,4.06,0,8,10000,3.85,91,9.69,0

2023-05-10 22:00:00,7.5,5.19,1019,78,3.75,0,7,10000,3.53,92,6.74,0

2023-05-10 23:00:00,6.45,4.22,1019,83,3.76,0,5,10000,3.04,89,5.09,0

2023-05-11 00:00:00,5.92,4,1020,86,3.65,0,5,10000,2.49,90,3.87,0

2023-05-11 01:00:00,5.44,3.72,1020,87,3.43,0,5,10000,2.16,83,3.27,0

2023-05-11 02:00:00,5.02,3.37,1020,88,3.13,0,6,10000,2.02,80,2.77,0

2023-05-11 03:00:00,4.86,3.12,1020,88,2.92,0,19,10000,2.08,80,2.93,0

2023-05-11 04:00:00,4.58,2.82,1020,88,2.66,0,21,10000,2.06,78,3,0

2023-05-11 05:00:00,4.15,2.4,1020,88,2.28,0,20,10000,1.98,75,2.91,0

2023-05-11 06:00:00,4.71,3.02,1020,87,2.65,0.14,20,10000,2.01,75,3.19,0

2023-05-11 07:00:00,6.89,5.29,1020,80,3.54,0.5,17,10000,2.31,79,3.42,0

2023-05-11 08:00:00,9.31,7.84,1020,72,4.43,1.21,15,10000,2.75,82,3.74,0

2023-05-11 09:00:00,11.57,10.51,1019,66,5.45,2.29,2,10000,3.37,85,4.37,0

2023-05-11 10:00:00,13.81,12.81,1019,60,6.08,3.56,1,10000,4,92,5.25,0

2023-05-11 11:00:00,15.76,14.78,1019,53,6.11,4.74,1,10000,4.34,91,5.87,0

2023-05-11 12:00:00,17.04,16.08,1018,49,6.07,5.49,1,10000,5.13,87,6.47,0

2023-05-11 13:00:00,17.71,16.74,1018,46,5.87,5.61,2,10000,5.51,85,6.38,0

2023-05-11 14:00:00,18.16,17.18,1017,44,5.78,5.05,4,10000,5.89,83,6.68,0

2023-05-11 15:00:00,18.27,17.43,1017,49,7.15,3.81,39,10000,6.67,86,7.43,0

2023-05-11 16:00:00,16.37,15.68,1017,62,9.01,2.58,59,10000,8.4,83,9.74,0

2023-05-11 17:00:00,16.02,15.3,1017,62,8.65,1.46,55,10000,7.59,84,10.08,0

2023-05-11 18:00:00,15.12,14.36,1017,64,8.28,0.68,44,10000,7.38,85,11.33,0

2023-05-11 19:00:00,13.46,12.61,1018,67,7.41,0.22,43,10000,7.18,92,12.7,0

2023-05-11 20:00:00,11.68,10.76,1018,71,6.67,0,39,10000,5.61,89,12.24,0

2023-05-11 21:00:00,10.6,9.62,1019,73,6.05,0,9,10000,5.44,84,11.92,0

2023-05-11 22:00:00,9.64,7,1020,75,5.41,0,8,10000,5.37,85,11.94,0

2023-05-11 23:00:00,8.48,5.64,1020,80,5.13,0,8,10000,5.11,82,11.01,0

2023-05-12 00:00:00,7.61,4.77,1020,84,4.94,0,8,10000,4.62,80,10.22,0

2023-05-12 01:00:00,6.76,3.89,1020,88,4.76,0,8,10000,4.25,76,9.76,0

2023-05-12 02:00:00,6.07,3.3,1020,90,4.42,0,8,10000,3.78,75,8.49,0

2023-05-12 03:00:00,5.37,2.63,1020,91,3.96,0,15,10000,3.47,73,7.52,0

2023-05-12 04:00:00,5.04,2.45,1020,92,3.73,0,30,10000,3.14,72,6.79,0

2023-05-12 05:00:00,4.85,2.44,1020,92,3.59,0,44,10000,2.85,73,5.15,0

2023-05-12 06:00:00,5.98,3.73,1020,90,4.4,0.13,57,10000,2.94,75,6.23,0

2023-05-12 07:00:00,8.4,6,1020,83,5.67,0.45,66,10000,4.08,77,8.91,0

2023-05-12 08:00:00,10.93,10.06,1020,76,6.85,1.08,72,10000,5.58,90,10.06,0

2023-05-12 09:00:00,13.03,12.16,1020,68,7.16,2.19,100,10000,6.46,98,9.08,0

2023-05-12 10:00:00,14.33,13.44,1020,62,7,3.41,100,10000,7.01,95,8.73,0

2023-05-12 11:00:00,14.83,13.96,1021,61,7.23,4.53,100,10000,7.38,88,8.6,0

2023-05-12 12:00:00,14.7,13.79,1021,60,6.99,5.1,100,10000,7.78,86,8.81,0

2023-05-12 13:00:00,15.1,14.15,1020,57,6.69,5.21,100,10000,7.58,89,8.45,0

2023-05-12 14:00:00,15.83,14.9,1020,55,6.85,4.69,100,10000,6.7,95,7.35,0

