time,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,pop
2023-05-11 16:00:00,19.25,18.88,1017,63,12.04,2.64,53,10000,7.87,88,8.92,0
2023-05-11 17:00:00,19.78,19.51,1017,65,13.02,1.49,57,10000,7.34,85,10.43,0
2023-05-11 18:00:00,18.84,18.5,1017,66,12.36,0.68,55,10000,7.38,89,10.7,0
2023-05-11 19:00:00,17.34,16.88,1017,67,11.16,0.22,50,10000,6.75,91,12.24,0
2023-05-11 20:00:00,15.23,14.64,1018,70,9.8,0,43,10000,6.18,90,13.22,0
2023-05-11 21:00:00,12.83,12.07,1018,73,8.12,0,17,10000,5.46,91,12.81,0
2023-05-11 22:00:00,9.9,7.55,1019,78,6.25,0,7,10000,4.79,87,11.67,0
2023-05-11 23:00:00,8.57,6.1,1019,82,5.68,0,7,10000,4.31,85,10.37,0
2023-05-12 00:00:00,7.52,5.13,1020,87,5.3,0,8,10000,3.68,77,7.78,0
2023-05-12 01:00:00,6.73,4.16,1020,90,5.05,0,7,10000,3.69,76,8.12,0
2023-05-12 02:00:00,6.16,3.6,1020,91,4.73,0,6,10000,3.45,76,7.5,0
2023-05-12 03:00:00,5.59,3.12,1020,92,4.26,0,4,10000,3.13,77,6.11,0
2023-05-12 04:00:00,5.08,2.66,1020,92,3.91,0,6,10000,2.92,75,5.18,0
2023-05-12 05:00:00,4.93,2.83,1020,92,3.71,0,11,10000,2.48,72,3.88,0
2023-05-12 06:00:00,5.55,3.5,1020,91,4.2,0.14,15,10000,2.56,68,4.55,0
2023-05-12 07:00:00,7.62,5.52,1020,84,5.04,0.49,14,10000,3.21,73,5.07,0
2023-05-12 08:00:00,10.32,9.37,1020,75,6.01,1.18,14,10000,4.53,80,6.74,0
2023-05-12 09:00:00,13.01,12.06,1020,65,6.66,2.21,68,10000,5.68,95,8.12,0
2023-05-12 10:00:00,14.76,13.83,1020,59,6.75,3.43,81,10000,6.44,98,8.44,0
2023-05-12 11:00:00,15.84,14.92,1020,55,6.76,4.57,87,10000,6.78,93,8.72,0
2023-05-12 12:00:00,16.01,15.13,1020,56,7.3,5.11,91,10000,7.18,86,8.47,0
2023-05-12 13:00:00,15.69,14.86,1020,59,7.75,5.21,93,10000,7.52,84,8.42,0
2023-05-12 14:00:00,15.77,14.92,1020,58,7.45,4.7,94,10000,7.71,88,8.86,0
2023-05-12 15:00:00,15.95,15.12,1020,58,7.52,3.38,100,10000,7.4,90,8.64,0
2023-05-12 16:00:00,16.15,15.36,1020,59,8.17,2.29,100,10000,6.67,91,8.18,0
2023-05-12 17:00:00,15.71,14.96,1020,62,8.35,1.3,100,10000,6.71,91,8.63,0
2023-05-12 18:00:00,14.65,13.87,1020,65,8.02,0.63,100,10000,6.47,89,10.51,0
2023-05-12 19:00:00,13.42,12.59,1020,68,7.59,0.21,100,10000,6.23,85,11.9,0
2023-05-12 20:00:00,12.36,11.4,1020,67,6.39,0,100,10000,6.85,87,12.73,0
2023-05-12 21:00:00,11.61,10.55,1021,66,5.5,0,100,10000,6.58,93,12.87,0
2023-05-12 22:00:00,10.48,9.44,1021,71,5.44,0,90,10000,5.58,88,12,0
2023-05-12 23:00:00,9.69,7.36,1021,75,5.46,0,76,10000,4.6,84,10.09,0
2023-05-13 00:00:00,9.32,7.16,1022,77,5.48,0,78,10000,4.02,80,8.38,0
2023-05-13 01:00:00,7.41,5.7,1022,87,5.42,0,75,10000,2.57,80,4.06,0
2023-05-13 02:00:00,6.85,5.05,1022,91,5.37,0,70,10000,2.55,82,3.93,0
2023-05-13 03:00:00,6.3,4.37,1022,93,5.27,0,46,10000,2.59,86,3.92,0
2023-05-13 04:00:00,5.96,3.8,1022,94,5.02,0,41,10000,2.81,83,4.46,0
2023-05-13 05:00:00,5.59,3.4,1023,93,4.55,0,36,10000,2.75,82,4.66,0
2023-05-13 06:00:00,6.06,4.14,1023,92,4.84,0.13,33,10000,2.52,77,5,0
2023-05-13 07:00:00,7.99,5.97,1023,85,5.59,0.46,30,10000,3.2,79,5.69,0
2023-05-13 08:00:00,10.03,9.1,1023,77,6.16,1.11,31,10000,4.06,76,6.05,0
2023-05-13 09:00:00,11.79,10.85,1023,70,6.41,2.17,70,10000,5.18,82,7.26,0
2023-05-13 10:00:00,12.94,12.01,1022,66,6.74,3.36,64,10000,5.86,91,7.36,0
2023-05-13 11:00:00,13.97,13.09,1022,64,7.13,4.47,65,10000,5.82,96,7.34,0
2023-05-13 12:00:00,13.84,13,1022,66,7.49,4.12,68,10000,6.07,106,7.15,0.2
2023-05-13 13:00:00,13.91,13.05,1022,65,7.4,4.2,74,10000,5.92,96,7.02,0.21
2023-05-13 14:00:00,14.65,13.76,1022,61,7.17,3.79,74,10000,6.31,100,7.21,0.06
2023-05-13 15:00:00,14.34,13.45,1022,62,7.02,3.36,81,10000,5.84,99,6.61,0.47
